Número de factura,Sucursal,Ciudad,Tipo de cliente,Género,Línea de producto,Precio unitario,Cantidad,Impuesto 5%,Total,Fecha,Hora,Método de pago,Costo de bienes vendidos,Porcentaje de margen bruto,Ingreso bruto,Calificación
NuevaFactura9954,B,Mandalay,Normal,Femenino,Alimentos y bebidas,"88,36",5,"22,09","463,89",25/01/2019,19:48,Efectivo,"441,8","4,761904762","22,09","9,6"
NuevaFactura6789,B,Mandalay,Normal,Femenino,Salud y belleza,"58,24",9,"26,208","550,368",05/02/2019,12:34,Efectivo,"524,16","4,761904762","26,208","9,7"
NuevaFactura5680,B,Mandalay,Normal,Femenino,Salud y belleza,"73,41",3,"11,0115","231,2415",02/03/2019,13:10,Billetera electrónica,"220,23","4,761904762","11,0115","4,0"
NuevaFactura7409,C,Naypyitaw,Miembro,Femenino,Accesorios de moda,"43,46",6,"13,038","273,798",07/02/2019,17:55,Billetera electrónica,"260,76","4,761904762","13,038","8,5"
NuevaFactura8531,B,Mandalay,Miembro,Masculino,Alimentos y bebidas,"23,34",4,"4,668","98,028",04/02/2019,18:53,Billetera electrónica,"93,36","4,761904762","4,668","7,4"
NuevaFactura9348,C,Naypyitaw,Normal,Masculino,Alimentos y bebidas,"27,22",3,"4,083","85,743",07/01/2019,12:37,Efectivo,"81,66","4,761904762","4,083","7,3"
NuevaFactura4065,A,Yangon,Miembro,Masculino,Deportes y viajes,"15,5",10,"7,75","162,75",23/03/2019,10:55,Billetera electrónica,"155,0","4,761904762","7,75","8,0"
NuevaFactura1273,B,Mandalay,Normal,Femenino,Alimentos y bebidas,"71,2",1,"3,56","74,76",05/01/2019,20:40,Tarjeta de crédito,"71,2","4,761904762","3,56","9,2"
NuevaFactura3193,B,Mandalay,Normal,Masculino,Accesorios electrónicos,"46,02",6,"13,806","289,926",07/02/2019,15:55,Efectivo,"276,12","4,761904762","13,806","7,1"
NuevaFactura1896,A,Yangon,Miembro,Masculino,Alimentos y bebidas,"24,82",7,"8,687","182,427",16/02/2019,10:33,Tarjeta de crédito,"173,74","4,761904762","8,687","7,1"
NuevaFactura8461,C,Naypyitaw,Miembro,Femenino,Alimentos y bebidas,"98,52",10,"49,26","1034,46",30/01/2019,20:23,Billetera electrónica,"985,2","4,761904762","49,26","4,5"
NuevaFactura3905,C,Naypyitaw,Normal,Femenino,Accesorios de moda,"22,51",7,"7,8785","165,4485",13/02/2019,10:50,Tarjeta de crédito,"157,57","4,761904762","7,8785","4,8"
NuevaFactura5681,B,Mandalay,Miembro,Femenino,Deportes y viajes,"20,18",4,"4,036","84,756",13/02/2019,12:14,Tarjeta de crédito,"80,72","4,761904762","4,036","5,0"
NuevaFactura2753,A,Yangon,Normal,Masculino,Accesorios electrónicos,"32,71",5,"8,1775","171,7275",19/03/2019,11:30,Tarjeta de crédito,"163,55","4,761904762","8,1775","9,9"
NuevaFactura9723,A,Yangon,Miembro,Masculino,Hogar y estilo de vida,"47,59",8,"19,036","399,756",01/01/2019,14:47,Efectivo,"380,72","4,761904762","19,036","5,7"
NuevaFactura4555,B,Mandalay,Normal,Femenino,Hogar y estilo de vida,"49,01",10,"24,505","514,605",27/01/2019,10:44,Tarjeta de crédito,"490,1","4,761904762","24,505","4,2"
NuevaFactura7209,A,Yangon,Miembro,Masculino,Accesorios de moda,"19,7",1,"0,985","20,685",08/02/2019,11:39,Billetera electrónica,"19,7","4,761904762","0,985","9,5"
NuevaFactura2661,B,Mandalay,Miembro,Femenino,Alimentos y bebidas,"62,85",4,"12,57","263,97",25/02/2019,13:22,Billetera electrónica,"251,4","4,761904762","12,57","8,7"
NuevaFactura3878,C,Naypyitaw,Miembro,Masculino,Accesorios electrónicos,"37,06",4,"7,412","155,652",31/01/2019,16:24,Billetera electrónica,"148,24","4,761904762","7,412","9,7"
NuevaFactura9070,A,Yangon,Miembro,Masculino,Hogar y estilo de vida,"70,74",4,"14,148","297,108",05/01/2019,16:05,Tarjeta de crédito,"282,96","4,761904762","14,148","4,4"
NuevaFactura8482,B,Mandalay,Miembro,Femenino,Alimentos y bebidas,"54,36",10,"27,18","570,78",07/02/2019,11:28,Tarjeta de crédito,"543,6","4,761904762","27,18","6,1"
NuevaFactura7223,C,Naypyitaw,Normal,Femenino,Accesorios de moda,"22,51",7,"7,8785","165,4485",13/02/2019,10:50,Tarjeta de crédito,"157,57","4,761904762","7,8785","4,8"
NuevaFactura4933,B,Mandalay,Miembro,Femenino,Accesorios electrónicos,"10,59",3,"1,5885","33,3585",12/03/2019,13:52,Tarjeta de crédito,"31,77","4,761904762","1,5885","8,7"
NuevaFactura2292,A,Yangon,Miembro,Masculino,Accesorios electrónicos,"20,77",4,"4,154","87,234",31/01/2019,13:47,Efectivo,"83,08","4,761904762","4,154","4,7"
NuevaFactura4733,B,Mandalay,Normal,Masculino,Accesorios electrónicos,"27,5",3,"4,125","86,625",01/03/2019,15:40,Billetera electrónica,"82,5","4,761904762","4,125","6,5"
NuevaFactura7593,C,Naypyitaw,Miembro,Masculino,Alimentos y bebidas,"50,49",9,"22,7205","477,1305",10/01/2019,17:16,Efectivo,"454,41","4,761904762","22,7205","5,4"
NuevaFactura2840,A,Yangon,Normal,Masculino,Accesorios de moda,"98,98",10,"49,49","1039,29",08/02/2019,16:20,Tarjeta de crédito,"989,8","4,761904762","49,49","8,7"
NuevaFactura9868,B,Mandalay,Normal,Masculino,Salud y belleza,"71,77",7,"25,1195","527,5095",29/03/2019,14:06,Efectivo,"502,39","4,761904762","25,1195","8,9"
NuevaFactura5037,C,Naypyitaw,Miembro,Masculino,Accesorios electrónicos,"12,05",5,"3,0125","63,2625",16/02/2019,15:53,Billetera electrónica,"60,25","4,761904762","3,0125","5,5"
NuevaFactura4304,B,Mandalay,Miembro,Femenino,Accesorios de moda,"38,3",4,"7,66","160,86",13/03/2019,19:22,Efectivo,"153,2","4,761904762","7,66","5,7"
NuevaFactura2297,B,Mandalay,Normal,Femenino,Alimentos y bebidas,"48,51",7,"16,9785","356,5485",25/01/2019,13:30,Tarjeta de crédito,"339,57","4,761904762","16,9785","5,2"
NuevaFactura1331,B,Mandalay,Miembro,Femenino,Alimentos y bebidas,"78,88",2,"7,888","165,648",26/01/2019,16:04,Efectivo,"157,76","4,761904762","7,888","9,1"
NuevaFactura9936,A,Yangon,Miembro,Femenino,Salud y belleza,"47,67",4,"9,534","200,214",12/03/2019,14:21,Efectivo,"190,68","4,761904762","9,534","9,1"
NuevaFactura1757,B,Mandalay,Normal,Femenino,Accesorios electrónicos,"14,96",8,"5,984","125,664",23/02/2019,12:29,Efectivo,"119,68","4,761904762","5,984","8,6"
NuevaFactura5672,A,Yangon,Miembro,Masculino,Hogar y estilo de vida,"78,38",6,"23,514","493,794",10/01/2019,14:16,Billetera electrónica,"470,28","4,761904762","23,514","5,8"
NuevaFactura5713,B,Mandalay,Miembro,Femenino,Accesorios de moda,"17,48",6,"5,244","110,124",18/01/2019,15:04,Tarjeta de crédito,"104,88","4,761904762","5,244","6,1"
NuevaFactura8046,C,Naypyitaw,Miembro,Femenino,Alimentos y bebidas,"38,42",1,"1,921","40,341",02/02/2019,16:33,Efectivo,"38,42","4,761904762","1,921","8,6"
NuevaFactura9389,A,Yangon,Normal,Femenino,Accesorios de moda,"12,09",1,"0,6045","12,6945",26/01/2019,18:19,Tarjeta de crédito,"12,09","4,761904762","0,6045","8,2"
NuevaFactura8329,B,Mandalay,Miembro,Masculino,Accesorios de moda,"60,18",4,"12,036","252,756",16/02/2019,18:04,Tarjeta de crédito,"240,72","4,761904762","12,036","9,4"
NuevaFactura3897,B,Mandalay,Miembro,Masculino,Salud y belleza,"82,58",10,"41,29","867,09",14/03/2019,14:41,Efectivo,"825,8","4,761904762","41,29","5,0"
NuevaFactura7341,B,Mandalay,Miembro,Masculino,Accesorios de moda,"33,63",1,"1,6815","35,3115",20/03/2019,19:55,Efectivo,"33,63","4,761904762","1,6815","5,6"
NuevaFactura7863,B,Mandalay,Normal,Masculino,Deportes y viajes,"67,27",5,"16,8175","353,1675",27/02/2019,17:27,Efectivo,"336,35","4,761904762","16,8175","6,9"
NuevaFactura3245,C,Naypyitaw,Normal,Femenino,Accesorios electrónicos,"26,61",2,"2,661","55,881",19/03/2019,14:35,Efectivo,"53,22","4,761904762","2,661","4,2"
NuevaFactura9351,C,Naypyitaw,Miembro,Masculino,Accesorios electrónicos,"74,79",5,"18,6975","392,6475",10/01/2019,11:34,Efectivo,"373,95","4,761904762","18,6975","4,9"
NuevaFactura1031,B,Mandalay,Miembro,Femenino,Deportes y viajes,"16,49",2,"1,649","34,629",05/02/2019,11:32,Billetera electrónica,"32,98","4,761904762","1,649","4,6"
NuevaFactura4921,C,Naypyitaw,Miembro,Masculino,Deportes y viajes,"10,17",1,"0,5085","10,6785",07/02/2019,14:15,Efectivo,"10,17","4,761904762","0,5085","5,9"
NuevaFactura6959,A,Yangon,Normal,Femenino,Accesorios de moda,"48,63",4,"9,726","204,246",04/02/2019,15:44,Billetera electrónica,"194,52","4,761904762","9,726","7,6"
NuevaFactura9720,C,Naypyitaw,Miembro,Masculino,Accesorios electrónicos,"65,94",4,"13,188","276,948",07/02/2019,13:05,Tarjeta de crédito,"263,76","4,761904762","13,188","6,9"
NuevaFactura8091,B,Mandalay,Normal,Femenino,Hogar y estilo de vida,"51,07",7,"17,8745","375,3645",12/01/2019,11:42,Efectivo,"357,49","4,761904762","17,8745","7,0"
NuevaFactura4198,C,Naypyitaw,Normal,Masculino,Accesorios electrónicos,"20,85",8,"8,34","175,14",03/03/2019,19:17,Efectivo,"166,8","4,761904762","8,34","6,3"
NuevaFactura4731,B,Mandalay,Normal,Femenino,Hogar y estilo de vida,"97,38",10,"48,69","1022,49",02/03/2019,17:16,Billetera electrónica,"973,8","4,761904762","48,69","4,4"
NuevaFactura2664,A,Yangon,Normal,Masculino,Deportes y viajes,"58,91",7,"20,6185","432,9885",17/01/2019,15:15,Billetera electrónica,"412,37","4,761904762","20,6185","9,7"
NuevaFactura5806,A,Yangon,Normal,Masculino,Accesorios electrónicos,"38,6",1,"1,93","40,53",29/01/2019,11:26,Billetera electrónica,"38,6","4,761904762","1,93","6,7"
NuevaFactura4016,A,Yangon,Miembro,Masculino,Accesorios electrónicos,"36,36",4,"7,272","152,712",25/03/2019,13:07,Efectivo,"145,44","4,761904762","7,272","7,6"
NuevaFactura2615,A,Yangon,Normal,Masculino,Salud y belleza,"32,46",8,"12,984","272,664",27/03/2019,13:48,Tarjeta de crédito,"259,68","4,761904762","12,984","4,9"
NuevaFactura7265,A,Yangon,Normal,Masculino,Accesorios de moda,"21,32",1,"1,066","22,386",26/01/2019,12:43,Efectivo,"21,32","4,761904762","1,066","5,9"
NuevaFactura7111,A,Yangon,Miembro,Masculino,Accesorios electrónicos,"88,67",10,"44,335","931,035",12/01/2019,14:50,Billetera electrónica,"886,7","4,761904762","44,335","7,3"
NuevaFactura7713,C,Naypyitaw,Miembro,Masculino,Deportes y viajes,"14,7",5,"3,675","77,175",24/03/2019,13:48,Billetera electrónica,"73,5","4,761904762","3,675","8,5"
NuevaFactura3636,A,Yangon,Miembro,Masculino,Deportes y viajes,"12,76",2,"1,276","26,796",08/01/2019,18:06,Billetera electrónica,"25,52","4,761904762","1,276","7,8"
NuevaFactura6652,B,Mandalay,Miembro,Masculino,Accesorios electrónicos,"39,75",1,"1,9875","41,7375",25/02/2019,20:19,Efectivo,"39,75","4,761904762","1,9875","6,1"
NuevaFactura7955,C,Naypyitaw,Normal,Masculino,Alimentos y bebidas,"40,52",5,"10,13","212,73",03/02/2019,15:19,Efectivo,"202,6","4,761904762","10,13","4,5"
NuevaFactura3904,C,Naypyitaw,Normal,Femenino,Alimentos y bebidas,"97,03",5,"24,2575","509,4075",30/01/2019,16:24,Billetera electrónica,"485,15","4,761904762","24,2575","9,3"
NuevaFactura1896,A,Yangon,Normal,Masculino,Alimentos y bebidas,"43,19",10,"21,595","453,495",07/02/2019,16:48,Billetera electrónica,"431,9","4,761904762","21,595","8,2"
NuevaFactura6446,B,Mandalay,Normal,Masculino,Accesorios de moda,"33,52",1,"1,676","35,196",08/02/2019,15:31,Efectivo,"33,52","4,761904762","1,676","6,7"
NuevaFactura1688,C,Naypyitaw,Normal,Masculino,Alimentos y bebidas,"84,83",1,"4,2415","89,0715",14/01/2019,15:20,Billetera electrónica,"84,83","4,761904762","4,2415","8,8"
NuevaFactura9128,C,Naypyitaw,Miembro,Masculino,Salud y belleza,"65,31",7,"22,8585","480,0285",05/03/2019,18:02,Tarjeta de crédito,"457,17","4,761904762","22,8585","4,2"
NuevaFactura2072,C,Naypyitaw,Normal,Femenino,Deportes y viajes,"22,38",1,"1,119","23,499",30/01/2019,17:08,Tarjeta de crédito,"22,38","4,761904762","1,119","8,6"
NuevaFactura9779,A,Yangon,Miembro,Masculino,Hogar y estilo de vida,"58,07",9,"26,1315","548,7615",19/01/2019,20:07,Billetera electrónica,"522,63","4,761904762","26,1315","4,3"
NuevaFactura2548,A,Yangon,Normal,Masculino,Deportes y viajes,"60,87",2,"6,087","127,827",09/03/2019,12:37,Billetera electrónica,"121,74","4,761904762","6,087","8,7"
NuevaFactura4224,A,Yangon,Normal,Femenino,Accesorios de moda,"12,09",1,"0,6045","12,6945",26/01/2019,18:19,Tarjeta de crédito,"12,09","4,761904762","0,6045","8,2"
NuevaFactura9035,A,Yangon,Miembro,Femenino,Deportes y viajes,"71,63",2,"7,163","150,423",12/02/2019,14:33,Billetera electrónica,"143,26","4,761904762","7,163","8,8"
NuevaFactura5014,B,Mandalay,Normal,Masculino,Accesorios de moda,"99,89",2,"9,989","209,769",26/02/2019,11:48,Billetera electrónica,"199,78","4,761904762","9,989","7,1"
NuevaFactura1238,B,Mandalay,Normal,Masculino,Deportes y viajes,"44,63",6,"13,389","281,169",02/01/2019,20:08,Tarjeta de crédito,"267,78","4,761904762","13,389","5,1"
NuevaFactura9423,B,Mandalay,Normal,Masculino,Accesorios electrónicos,"75,66",5,"18,915","397,215",15/01/2019,18:22,Billetera electrónica,"378,3","4,761904762","18,915","7,8"
NuevaFactura2006,B,Mandalay,Normal,Masculino,Hogar y estilo de vida,"73,28",5,"18,32","384,72",24/01/2019,15:05,Billetera electrónica,"366,4","4,761904762","18,32","8,4"
NuevaFactura7033,B,Mandalay,Miembro,Femenino,Alimentos y bebidas,"89,14",4,"17,828","374,388",07/01/2019,12:20,Tarjeta de crédito,"356,56","4,761904762","17,828","7,8"
NuevaFactura2519,B,Mandalay,Normal,Femenino,Alimentos y bebidas,"48,51",7,"16,9785","356,5485",25/01/2019,13:30,Tarjeta de crédito,"339,57","4,761904762","16,9785","5,2"
NuevaFactura5295,C,Naypyitaw,Normal,Masculino,Hogar y estilo de vida,"16,67",7,"5,8345","122,5245",07/02/2019,11:36,Billetera electrónica,"116,69","4,761904762","5,8345","7,4"
NuevaFactura4353,A,Yangon,Normal,Femenino,Salud y belleza,"79,74",1,"3,987","83,727",06/03/2019,10:36,Billetera electrónica,"79,74","4,761904762","3,987","7,3"
NuevaFactura1461,B,Mandalay,Normal,Masculino,Accesorios electrónicos,"52,89",4,"10,578","222,138",25/03/2019,16:32,Billetera electrónica,"211,56","4,761904762","10,578","6,7"
NuevaFactura2750,B,Mandalay,Miembro,Masculino,Alimentos y bebidas,"53,72",1,"2,686","56,406",01/03/2019,20:03,Billetera electrónica,"53,72","4,761904762","2,686","6,4"
NuevaFactura5026,C,Naypyitaw,Normal,Masculino,Alimentos y bebidas,"99,79",2,"9,979","209,559",07/03/2019,20:37,Billetera electrónica,"199,58","4,761904762","9,979","8,0"
NuevaFactura9622,B,Mandalay,Miembro,Femenino,Salud y belleza,"72,11",9,"32,4495","681,4395",28/01/2019,13:53,Tarjeta de crédito,"648,99","4,761904762","32,4495","7,7"
NuevaFactura7548,A,Yangon,Miembro,Masculino,Alimentos y bebidas,"67,45",10,"33,725","708,225",03/02/2019,11:25,Billetera electrónica,"674,5","4,761904762","33,725","4,2"
NuevaFactura4156,B,Mandalay,Miembro,Femenino,Accesorios de moda,"97,61",6,"29,283","614,943",07/01/2019,15:01,Billetera electrónica,"585,66","4,761904762","29,283","9,9"
NuevaFactura1423,C,Naypyitaw,Normal,Femenino,Accesorios electrónicos,"56,13",4,"11,226","235,746",19/01/2019,11:43,Billetera electrónica,"224,52","4,761904762","11,226","8,6"
NuevaFactura8104,A,Yangon,Miembro,Femenino,Accesorios electrónicos,"17,42",10,"8,71","182,91",22/02/2019,12:30,Billetera electrónica,"174,2","4,761904762","8,71","7,0"
NuevaFactura7576,A,Yangon,Miembro,Masculino,Deportes y viajes,"88,63",3,"13,2945","279,1845",02/03/2019,17:36,Billetera electrónica,"265,89","4,761904762","13,2945","6,0"
NuevaFactura5376,A,Yangon,Miembro,Femenino,Accesorios de moda,"20,01",9,"9,0045","189,0945",12/01/2019,15:48,Tarjeta de crédito,"180,09","4,761904762","9,0045","5,7"
NuevaFactura3617,C,Naypyitaw,Miembro,Masculino,Deportes y viajes,"72,88",2,"7,288","153,048",13/03/2019,12:51,Efectivo,"145,76","4,761904762","7,288","6,1"
NuevaFactura4645,C,Naypyitaw,Normal,Femenino,Deportes y viajes,"14,36",10,"7,18","150,78",27/01/2019,14:28,Efectivo,"143,6","4,761904762","7,18","5,4"
NuevaFactura8857,B,Mandalay,Normal,Masculino,Alimentos y bebidas,"33,33",2,"3,333","69,993",26/01/2019,14:41,Tarjeta de crédito,"66,66","4,761904762","3,333","6,4"
NuevaFactura2783,A,Yangon,Miembro,Femenino,Accesorios electrónicos,"73,47",10,"36,735","771,435",23/03/2019,13:14,Billetera electrónica,"734,7","4,761904762","36,735","9,5"
NuevaFactura5685,C,Naypyitaw,Normal,Femenino,Alimentos y bebidas,"93,26",9,"41,967","881,307",16/01/2019,18:08,Efectivo,"839,34","4,761904762","41,967","8,8"
NuevaFactura1618,C,Naypyitaw,Miembro,Masculino,Deportes y viajes,"42,85",1,"2,1425","44,9925",14/03/2019,15:36,Tarjeta de crédito,"42,85","4,761904762","2,1425","9,3"
NuevaFactura7439,B,Mandalay,Normal,Masculino,Alimentos y bebidas,"62,08",7,"21,728","456,288",06/03/2019,13:46,Billetera electrónica,"434,56","4,761904762","21,728","5,4"
NuevaFactura4456,A,Yangon,Miembro,Femenino,Salud y belleza,"74,69",7,"26,1415","548,9715",05/01/2019,13:08,Billetera electrónica,"522,83","4,761904762","26,1415","9,1"
NuevaFactura8388,C,Naypyitaw,Normal,Femenino,Hogar y estilo de vida,"69,81",4,"13,962","293,202",28/01/2019,20:50,Tarjeta de crédito,"279,24","4,761904762","13,962","5,9"
NuevaFactura7006,A,Yangon,Normal,Femenino,Accesorios electrónicos,"90,02",8,"36,008","756,168",21/03/2019,16:08,Tarjeta de crédito,"720,16","4,761904762","36,008","4,5"
NuevaFactura2338,C,Naypyitaw,Miembro,Femenino,Alimentos y bebidas,"98,7",8,"39,48","829,08",04/03/2019,20:39,Efectivo,"789,6","4,761904762","39,48","7,6"
NuevaFactura3298,B,Mandalay,Normal,Masculino,Salud y belleza,"66,68",5,"16,67","350,07",20/02/2019,18:01,Efectivo,"333,4","4,761904762","16,67","7,6"
NuevaFactura7999,A,Yangon,Miembro,Masculino,Deportes y viajes,"15,5",10,"7,75","162,75",23/03/2019,10:55,Billetera electrónica,"155,0","4,761904762","7,75","8,0"
NuevaFactura2498,A,Yangon,Normal,Masculino,Deportes y viajes,"62,13",6,"18,639","391,419",22/03/2019,20:19,Efectivo,"372,78","4,761904762","18,639","7,4"
NuevaFactura6713,A,Yangon,Normal,Masculino,Salud y belleza,"50,79",5,"12,6975","266,6475",19/02/2019,14:53,Tarjeta de crédito,"253,95","4,761904762","12,6975","5,3"
NuevaFactura9569,B,Mandalay,Normal,Femenino,Alimentos y bebidas,"99,69",5,"24,9225","523,3725",14/01/2019,12:09,Efectivo,"498,45","4,761904762","24,9225","9,9"
NuevaFactura4064,C,Naypyitaw,Miembro,Femenino,Accesorios de moda,"44,22",5,"11,055","232,155",05/03/2019,17:07,Tarjeta de crédito,"221,1","4,761904762","11,055","8,6"
NuevaFactura9829,B,Mandalay,Miembro,Masculino,Alimentos y bebidas,"53,72",1,"2,686","56,406",01/03/2019,20:03,Billetera electrónica,"53,72","4,761904762","2,686","6,4"
NuevaFactura9051,A,Yangon,Miembro,Femenino,Hogar y estilo de vida,"70,32",2,"7,032","147,672",24/03/2019,14:22,Billetera electrónica,"140,64","4,761904762","7,032","9,6"
NuevaFactura4217,A,Yangon,Miembro,Femenino,Alimentos y bebidas,"44,59",5,"11,1475","234,0975",10/02/2019,15:10,Efectivo,"222,95","4,761904762","11,1475","8,5"
NuevaFactura8310,C,Naypyitaw,Normal,Masculino,Accesorios de moda,"60,74",7,"21,259","446,439",18/01/2019,16:23,Billetera electrónica,"425,18","4,761904762","21,259","5,0"
NuevaFactura2896,C,Naypyitaw,Normal,Masculino,Hogar y estilo de vida,"22,96",1,"1,148","24,108",30/01/2019,20:47,Efectivo,"22,96","4,761904762","1,148","4,3"
NuevaFactura7993,C,Naypyitaw,Normal,Masculino,Hogar y estilo de vida,"37,0",1,"1,85","38,85",06/03/2019,13:29,Tarjeta de crédito,"37,0","4,761904762","1,85","7,9"
NuevaFactura3159,A,Yangon,Miembro,Femenino,Deportes y viajes,"24,49",10,"12,245","257,145",22/02/2019,15:15,Efectivo,"244,9","4,761904762","12,245","8,1"
NuevaFactura8318,A,Yangon,Miembro,Masculino,Accesorios electrónicos,"69,58",9,"31,311","657,531",19/02/2019,19:38,Tarjeta de crédito,"626,22","4,761904762","31,311","7,8"
NuevaFactura9345,B,Mandalay,Normal,Masculino,Hogar y estilo de vida,"50,28",5,"12,57","263,97",07/03/2019,13:58,Billetera electrónica,"251,4","4,761904762","12,57","9,7"
NuevaFactura8633,C,Naypyitaw,Normal,Masculino,Salud y belleza,"62,87",2,"6,287","132,027",01/01/2019,11:43,Efectivo,"125,74","4,761904762","6,287","5,0"
NuevaFactura9381,A,Yangon,Normal,Femenino,Accesorios de moda,"15,5",1,"0,775","16,275",19/03/2019,15:23,Tarjeta de crédito,"15,5","4,761904762","0,775","7,4"
NuevaFactura9211,C,Naypyitaw,Miembro,Femenino,Salud y belleza,"81,51",1,"4,0755","85,5855",22/01/2019,10:57,Billetera electrónica,"81,51","4,761904762","4,0755","9,2"
NuevaFactura3281,C,Naypyitaw,Normal,Masculino,Alimentos y bebidas,"89,2",10,"44,6","936,6",11/02/2019,15:42,Tarjeta de crédito,"892,0","4,761904762","44,6","4,4"
NuevaFactura7590,B,Mandalay,Normal,Masculino,Hogar y estilo de vida,"99,7",3,"14,955","314,055",18/03/2019,11:29,Billetera electrónica,"299,1","4,761904762","14,955","4,7"
NuevaFactura5235,A,Yangon,Miembro,Femenino,Hogar y estilo de vida,"37,44",6,"11,232","235,872",06/02/2019,13:55,Tarjeta de crédito,"224,64","4,761904762","11,232","5,9"
NuevaFactura3655,C,Naypyitaw,Miembro,Femenino,Alimentos y bebidas,"72,88",9,"32,796","688,716",08/01/2019,19:38,Efectivo,"655,92","4,761904762","32,796","4,0"
NuevaFactura1314,C,Naypyitaw,Normal,Femenino,Alimentos y bebidas,"87,8",9,"39,51","829,71",16/03/2019,19:08,Efectivo,"790,2","4,761904762","39,51","9,2"
NuevaFactura5331,C,Naypyitaw,Miembro,Femenino,Deportes y viajes,"36,98",10,"18,49","388,29",01/01/2019,19:48,Tarjeta de crédito,"369,8","4,761904762","18,49","7,0"
NuevaFactura9079,B,Mandalay,Miembro,Masculino,Alimentos y bebidas,"93,4",2,"9,34","196,14",30/03/2019,16:34,Efectivo,"186,8","4,761904762","9,34","5,5"
NuevaFactura2526,C,Naypyitaw,Normal,Masculino,Hogar y estilo de vida,"22,96",1,"1,148","24,108",30/01/2019,20:47,Efectivo,"22,96","4,761904762","1,148","4,3"
